time,Altitude,Bandwidth(MBits/sec),BatteryVolts,GPSFix,ID,Interval(sec),Latitude,Longitude,NumberOfSatellites,Pitch,Roll,Transfer(MBytes),VelocityX,VelocityY,VelocityZ,Yaw,num
2026-01-19 15:40:13.023605,24.8500000000,18.8625981690,45.6670000000,4.0000000000,5.0000000000,,35.7278369000,-78.6987964000,29.0000000000,0.0265637971,0.1245186478,2.2495117803,0.2700000000,-1.2100000000,-0.0600000000,-0.0629668906,107.0000000000
2026-01-19 15:40:14.027409,24.8720000000,20.8956742464,45.3700000000,4.0000000000,5.0000000000,,35.7278378000,-78.6988027000,29.0000000000,-0.0283341482,0.0243600439,2.4895674246,-0.0100000000,-0.0700000000,-0.0400000000,-0.0645372570,108.0000000000
2026-01-19 15:40:15.031205,24.9320000000,18.8290920727,45.3740000000,4.0000000000,5.0000000000,,35.7278378000,-78.6988012000,29.0000000000,-0.0390697420,-0.0448206998,2.2433940751,0.0200000000,0.2200000000,-0.0900000000,-0.0655185133,109.0000000000
2026-01-19 15:40:16.034897,25.0710000000,15.0005898049,45.4740000000,4.0000000000,5.0000000000,,35.7278384000,-78.6988008000,29.0000000000,-0.1214076579,-0.3045206666,1.7960707766,0.2100000000,-0.6200000000,-0.0400000000,-0.0407908484,110.0000000000
2026-01-19 15:40:17.037375,25.0600000000,15.8236272074,45.2330000000,4.0000000000,5.0000000000,,35.7278424000,-78.6988216000,29.0000000000,-0.1028975248,-0.3290076256,1.8924274923,0.6500000000,-3.2000000000,0.0800000000,-0.0567140989,111.0000000000
2026-01-19 15:40:18.041133,25.1880000000,16.0013330630,45.5820000000,4.0000000000,5.0000000000,,35.7278494000,-78.6988683000,29.0000000000,-0.0916525573,-0.1370023489,1.9117801480,0.8800000000,-4.7800000000,0.0000000000,-0.0514526963,112.0000000000
2026-01-19 15:40:19.044103,25.2060000000,13.8000000000,45.7270000000,4.0000000000,5.0000000000,,35.7278580000,-78.6989229000,29.0000000000,-0.0818628818,-0.0810546130,1.6500000000,1.0900000000,-4.9300000000,0.1800000000,-0.0486363284,113.0000000000
2026-01-19 15:40:20.047689,25.0300000000,14.7055528164,45.5750000000,4.0000000000,5.0000000000,,35.7278687000,-78.6989771000,29.0000000000,-0.0765555277,-0.0857882053,1.7570198783,1.2700000000,-4.8800000000,0.0200000000,-0.0516993962,114.0000000000
2026-01-19 15:40:21.051487,25.0610000000,16.5400275044,45.5640000000,4.0000000000,5.0000000000,,35.7278804000,-78.6990301000,29.0000000000,-0.0679956228,-0.1045317799,1.9723108659,1.3200000000,-4.7500000000,0.0300000000,-0.0499117896,115.0000000000
2026-01-19 15:40:22.054669,25.0540000000,17.9278812216,45.5770000000,4.0000000000,5.0000000000,,35.7278921000,-78.6990830000,29.0000000000,-0.0584440231,-0.1165039092,2.1353457466,1.2700000000,-4.8300000000,0.0800000000,-0.0548783876,116.0000000000
2026-01-19 15:40:23.058143,24.9900000000,18.3779305758,45.6150000000,4.0000000000,5.0000000000,,35.7279037000,-78.6991370000,29.0000000000,-0.0546318069,-0.1072876453,2.1893516691,1.2800000000,-4.9100000000,0.0000000000,-0.0542928241,117.0000000000
2026-01-19 15:40:24.061778,25.0110000000,17.9277114880,45.7250000000,4.0000000000,5.0000000000,,35.7279150000,-78.6991919000,29.0000000000,-0.0401122645,-0.1049914956,2.1370281984,1.2400000000,-5.0100000000,-0.0500000000,-0.0553477854,118.0000000000
2026-01-19 15:40:25.065333,24.9870000000,18.3575554917,45.7270000000,4.0000000000,5.0000000000,,35.7279255000,-78.6992474000,29.0000000000,-0.0320238955,-0.0777503699,2.1900481407,1.1000000000,-5.0300000000,-0.0400000000,-0.0593048185,119.0000000000
2026-01-19 15:40:26.068158,24.8490000000,18.4407502336,45.3120000000,4.0000000000,5.0000000000,,35.7279351000,-78.6993028000,29.0000000000,-0.0383993946,-0.0854514092,2.1954333645,0.9800000000,-4.9700000000,0.1200000000,-0.0664611980,120.0000000000
2026-01-19 15:40:27.071815,24.8950000000,18.8843153629,45.5780000000,4.0000000000,5.0000000000,,35.7279438000,-78.6993573000,29.0000000000,-0.0653758794,-0.0704786777,2.2458607666,1.0200000000,-4.8900000000,-0.2300000000,-0.0562098064,121.0000000000
2026-01-19 15:40:28.074718,25.0010000000,19.9877256256,45.6080000000,4.0000000000,5.0000000000,,35.7279532000,-78.6994107000,29.0000000000,-0.0694400668,-0.0679104924,2.3831588438,1.0900000000,-4.8200000000,-0.0800000000,-0.0502180159,122.0000000000
